x, y
-0.0005496746986421773, 0.1617065963869759
-0.0004092491577525247, 0.1614288185864713
-0.00020499382554939365, 0.17559548641220604
-0.00021593607548884718, 0.16920659700060017
-0.000237820575367754, 0.1683732635990864
-0.0002597050752466609, 0.16587326339454495
-0.00026699990853962984, 0.162678818688742
-0.00033994824146931955, 0.15906770728218217
-0.0003034740750044748, 0.15878992948167758
-0.0003477203461899221, 0.15625
-0.00026018235226894944, 0.1575
-0.00031489359846955734, 0.15222222222222223
-0.00028936168357594034, 0.15194444444444444
-0.00027112460150907104, 0.15125
-0.0002620060604756364, 0.15180555555555555
-0.00025288751944220174, 0.1527777777777778
-0.00028389055895587954, 0.14916666666666667
-0.00024559268661545404, 0.14750000000000002
-0.000220060771721837, 0.15013888888888888
-0.0003823708021169738, 0.14125000000000001
-0.00031306989026287044, 0.13916666666666666
-0.0002620060604756364, 0.1388888888888889
-0.0002310030209619586, 0.14069444444444446
-0.0002182370635151501, 0.14152777777777778
-0.00025288751944220174, 0.1353240712483724
-0.00023465043737533244, 0.13087962680392795
-0.0001963525650349069, 0.13226851569281683
-0.00019270514862153304, 0.1328240712483724
-0.00020911852248171544, 0.13671296013726128
-0.00019817627324159384, 0.13976851569281684
-0.00018723402400147224, 0.14185184902615017
-0.00017264435834797684, 0.1390740712483724
-0.0001653495255212291, 0.13962962680392796
-0.00015623098448779444, 0.1403240712483724
-0.0001580546926944814, 0.1351851823594835
-0.00013799390242092514, 0.13476851569281684
-0.00014893615166104674, 0.13504629347059463
-0.00013617019421423824, 0.1326851823594835
-0.00013799390242092514, 0.1301851823594835
-0.00015623098448779444, 0.1254629601372613
-0.00011975682035405584, 0.1265740712483724
-0.00011063827932062125, 0.1265740712483724
-0.0001088145711139343, 0.12740740458170574
-0.00010516715470056039, 0.12837962680392795
-0.00010699086290724734, 0.12990740458170574
-0.00009969603008049964, 0.1303240712483724
-0.00011428569573399504, 0.12375
-0.00010516715470056039, 0.12236111111111111
-0.00017993919117472454, 0.11930555555555555
-0.00020364739786165464, 0.11791666666666667
-0.00010699086290724734, 0.11527777777777778
-0.00022188447992852394, 0.1663425922393799
-0.00021641335530846314, 0.164953703350491
-0.00018541031579478534, 0.16662037001715768
-0.0001963525650349069, 0.16731481446160212
-0.00017264435834797684, 0.16800925890604657
-0.0001452887352476729, 0.17023148112826877
-0.00012522794497411664, 0.16912037001715768
-0.00010334344649387344, 0.1716203700171577
-0.00011063827932062125, 0.17078703668382433
-0.0001015197382871866, 0.1700925922393799
-0.00010334344649387344, 0.1688425922393799
-0.00009969603008049964, 0.16787037001715766
-0.00011793311214736894, 0.16828703668382433
-0.00013069906959417744, 0.16745370335049098
-0.00015075985986773364, 0.16662037001715768
-0.0001653495255212291, 0.166203703350491
-0.00014893615166104674, 0.16481481446160212
-0.00016717323372791604, 0.1635648144616021
-0.00019817627324159384, 0.16175925890604656
-0.00021094223068840234, 0.16078703668382432
-0.00021641335530846314, 0.158703703350491
-0.00020911852248171544, 0.15912037001715768
-0.00019088144041484614, 0.15953703668382432
-0.00018541031579478534, 0.15884259223937988
-0.00021641335530846314, 0.15564814779493544
-0.00022370818813521084, 0.15412037001715767
