x, y
-0.00018426717427474562, 0.1720164276281169
-0.00012112610171204562, 0.17312167126485928
-0.00024376584582803146, 0.16699041047038604
-0.0002619796692115937, 0.1654360063253083
-0.00031783539425451796, 0.1650905831819577
-0.00027290796324173103, 0.1617227075342893
-0.00030326433554766813, 0.1599955918175363
-0.0002838362572718684, 0.1582972609235009
-0.00021462372841433186, 0.15890175142436447
-0.00017091055229378243, 0.16140606921365636
-0.0002036954343841945, 0.16373767543127293
-0.0001587680033714076, 0.16511936800467536
-0.0001587680033714076, 0.16546479114802595
-0.0001429826897723203, 0.16356496385959762
-0.000129625885957708, 0.16494665643300005
-0.00011991184681980812, 0.16615563743472717
-0.0001369114153111329, 0.16667377214975307
-0.00012841163106547054, 0.16745097422229194
-0.00010412653322072085, 0.1613197134278187
-0.00010412653322072085, 0.1606288671411175
-0.00010534078811295835, 0.15950624192522803
-0.00011626908214309566, 0.1592471745677151
-0.00012841163106547054, 0.15855632828101388
-0.0001356971604188954, 0.15812454935182563
-0.00015148247401798273, 0.1582972609235009
-0.00017698182675496987, 0.15665650099258555
-0.00017576757186273237, 0.1569155683500985
-0.00014055417998784536, 0.1562247220633973
-0.00017091055229378243, 0.154065827417456
-0.00011384057235862071, 0.1525114232723783
-0.00010534078811295835, 0.15337498113075482
-0.00011505482725085821, 0.15484302948999487
-0.0001077692978974333, 0.15544751999085843
-0.00011019780768190825, 0.1562247220633973
-0.00010291227832848334, 0.15648378942091024
-0.00011384057235862071, 0.14776185505130748
-0.00011384057235862071, 0.14715736455044393
0.00009838656271933505, 0.16555210985456228
0.00014209973883988442, 0.16589753296965157
0.00017488462093029653, 0.16529304251824534
0.00018702716985267135, 0.16382499427911593
0.00021009801280518354, 0.1641704173942052
0.0001505995230855469, 0.16373863850034362
0.00015181377797778434, 0.16399770583666057
0.00015909930733120926, 0.16330685960648203
0.0001651705817923966, 0.1627887249338481
0.0001226716605640847, 0.1626160133763035
0.00011295762142618488, 0.16252965759753116
0.00010688634696499742, 0.1617524555885803
0.00010567209207275997, 0.1612343209159464
0.00010810060185723497, 0.16071618624331246
0.00012388591545632225, 0.1602844073494509
0.00013359995459422206, 0.1617524555885803
0.0001481710133010719, 0.16071618624331246
0.00016881334646910907, 0.16114796513717408
0.00019188418942162126, 0.16157974403103567
0.00017488462093029653, 0.15959356111927234
0.00016759909157687162, 0.16011169579190626
0.0000996008176115725, 0.15942084956172772
0.00010810060185723497, 0.15786644554382598
0.00012388591545632225, 0.15760737820750903
0.00010202932739604751, 0.15631204152592426
0.0000996008176115725, 0.15588026263206267
0.0001226716605640847, 0.15579390685329036
0.00015667079754673425, 0.1574346666499644
0.00017002760136134663, 0.15829822443768757
0.00019309844431385882, 0.1579528013225983
0.00021252652258965855, 0.1579528013225983
0.00011660038610289734, 0.15432585861416095
0.00011295762142618488, 0.15484399328679485
0.00010567209207275997, 0.1545849259504779
0.00010324358228828496, 0.15398043549907167
0.00010567209207275997, 0.15346230082643778
0.00013481420948645962, 0.15389407972029936
0.0001603135622234467, 0.1531168777113485
0.00012388591545632225, 0.15157631004072153
0.00010810060185723497, 0.1500219060228198
0.00013967122905540953, 0.1505400406954537
0.00014695675840883444, 0.1505400406954537
0.00013359995459422206, 0.1495037713501859
0.00013481420948645962, 0.14872656934123504
0.00011660038610289734, 0.14769029999596722
0.00010688634696499742, 0.1476039442171949
0.00010445783718052252, 0.14613589597806548
0.00014088548394764697, 0.14579047286297622
0.00014574250351659688, 0.1448405592964807
0.00021252652258965855, 0.15114453114685994
0.00022831183618874583, 0.1509718195893153
0.00025745395360244537, 0.14967648290773053
0.00012024315077960979, 0.14518598241157
0.00011295762142618488, 0.14449513618139145
0.00010810060185723497, 0.14509962663279768
0.0000971723078270976, 0.14518598241157
0.00010324358228828496, 0.1448405592964807
0.00010324358228828496, 0.1421785333115381
0.00011174336653394743, 0.14105590818749797
0.00010081507250381006, 0.14045141773609174
0.00010877279984750559, 0.13777337003454232
0.00013427215258449268, 0.1374279468911917
0.00010054941719001459, 0.13128401076705368
